LID,TYPE40,PD40,CL40,TYPE41,PD41,CL41,TYPE42,PD42,CL42,TYPE43,PD43,CL43,TYPE80,obscode,Dia,Ano,Start,LULC,habitat,MQCOMP1,MQCOMP2,SHDI,ELEV_MEAN,ELEV_RANGE
38B2606,0.62,11.44,0.77,0.24,23.81,0.62,0.00,NA,NA,0.37,15.87,0.68,0.24,4.00,170.00,2006.00,622.00,0.00,9.00,-0.53,-0.05,1.61,1261.76,103.39
38B2608,0.56,20.78,0.68,0.54,7.88,0.64,0.00,NA,NA,0.00,NA,NA,0.40,4.00,170.00,2006.00,645.00,0.00,5.00,-0.41,0.07,1.22,967.66,151.02
38B3101,0.90,5.34,0.89,0.68,7.88,0.71,0.08,7.88,0.86,0.16,15.76,0.57,0.04,4.00,150.00,2007.00,925.00,0.00,9.00,-0.62,0.16,1.34,1373.21,246.90
38B3104,0.87,5.85,0.87,0.39,16.10,0.56,0.09,8.05,0.64,0.35,16.10,0.64,0.01,4.00,150.00,2007.00,859.00,0.00,7.00,-0.81,0.38,1.51,1655.67,206.47
38B3105,0.62,12.25,0.79,0.54,7.94,0.71,0.00,NA,NA,0.09,7.94,0.88,0.29,4.00,150.00,2007.00,849.00,0.00,9.00,-0.55,0.07,1.49,1650.23,115.32
38B3107,0.74,12.34,0.90,0.06,15.99,0.56,0.19,47.96,0.49,0.49,7.99,0.63,0.20,4.00,150.00,2007.00,838.00,0.00,7.00,-0.67,0.20,1.51,1508.13,239.61
38B3201,0.54,6.65,0.77,0.47,8.11,0.64,0.00,NA,NA,0.05,8.11,1.00,0.34,1.00,174.00,2005.00,806.00,0.00,5.00,-0.39,-0.05,1.51,1592.85,182.65
38B3204,0.55,10.84,0.84,0.51,7.99,0.89,0.04,15.99,0.18,0.02,7.99,1.00,0.09,1.00,174.00,2005.00,828.00,0.00,7.00,-0.91,0.40,1.57,1330.94,161.47
38B3302,1.01,6.17,0.98,0.52,7.99,0.88,0.23,15.99,0.68,0.25,39.97,0.44,0.00,4.00,154.00,2006.00,839.00,0.00,5.00,-0.78,0.37,1.32,1199.52,193.53
38B3307,0.75,13.95,0.81,0.46,7.94,0.83,0.11,15.87,0.66,0.16,31.75,0.66,0.12,4.00,154.00,2006.00,758.00,0.00,15.00,-0.58,0.02,1.61,1160.48,144.41
38B3504,0.58,11.53,0.84,0.54,15.87,0.77,0.00,NA,NA,0.04,7.94,0.71,0.21,4.00,150.00,2007.00,635.00,0.00,15.00,-0.58,0.02,1.57,1521.14,148.00
38B3602,0.90,5.77,0.91,0.59,15.87,0.76,0.03,7.94,-1.00,0.26,7.94,0.66,0.00,4.00,159.00,2007.00,709.00,0.00,5.00,-0.52,0.17,1.42,1550.89,109.23
38B3607,0.74,6.17,0.83,0.76,7.99,0.78,0.00,NA,NA,0.00,NA,NA,0.21,4.00,159.00,2007.00,748.00,0.00,5.00,-0.72,0.27,1.06,1441.15,140.37
38B4107,0.87,5.56,0.89,0.19,30.86,0.41,0.27,15.43,0.57,0.44,30.86,0.45,0.09,4.00,156.00,2004.00,918.00,0.00,2.00,-0.80,0.27,1.59,1496.13,218.85
38B4307,0.88,6.08,0.90,0.87,7.88,0.88,0.00,NA,NA,0.00,NA,NA,0.06,4.00,154.00,2006.00,545.00,0.00,5.00,0.88,-0.51,0.97,1623.56,180.19
38B4501,0.49,6.52,0.85,0.47,7.88,0.78,0.00,NA,NA,0.03,7.88,0.75,0.25,4.00,156.00,2004.00,634.00,0.00,5.00,-0.52,0.05,1.63,1142.50,270.17
38B4505,0.69,12.43,0.75,0.69,16.10,0.69,0.00,NA,NA,0.00,NA,NA,0.04,4.00,156.00,2004.00,614.00,0.00,15.00,-0.40,-0.14,1.23,1236.44,203.82
38C1103,0.62,17.28,0.74,0.35,7.99,0.86,0.06,23.98,0.48,0.23,15.99,0.63,0.04,4.00,179.00,2006.00,559.00,0.00,5.00,-0.32,-0.32,1.77,1202.68,189.84
38C1104,0.84,5.81,0.84,0.13,39.97,0.31,0.45,23.98,0.64,0.24,39.97,0.25,0.09,4.00,179.00,2006.00,714.00,0.00,5.00,-0.69,0.24,1.60,1014.44,238.68
38C1106,0.79,5.38,0.80,0.71,15.87,0.68,0.00,NA,NA,0.07,7.94,0.51,0.06,4.00,179.00,2006.00,652.00,0.00,5.00,-0.81,0.27,1.30,1195.61,185.57
38C1201,0.59,19.81,0.73,0.42,16.10,0.78,0.13,8.05,0.72,0.04,8.05,0.39,0.01,4.00,174.00,2006.00,519.00,0.00,17.00,-0.70,0.19,1.60,1086.15,217.09
38C1204,0.54,6.26,0.86,0.21,8.11,0.86,0.31,16.22,0.77,0.00,NA,NA,0.36,4.00,174.00,2006.00,545.00,0.00,15.00,-0.64,0.10,1.52,972.36,276.30
38C1207,0.95,6.08,0.92,0.21,15.87,0.59,0.29,15.87,0.45,0.43,23.81,0.43,0.00,4.00,174.00,2006.00,535.00,0.00,7.00,-0.86,0.38,1.49,1199.62,233.35
38C1306,0.64,13.21,0.76,0.51,24.15,0.65,0.04,16.10,0.59,0.09,8.05,0.63,0.21,4.00,174.00,2006.00,807.00,0.00,2.00,-0.17,-0.23,1.56,737.00,137.79
38C1404,0.54,12.43,0.78,0.26,16.10,0.68,0.06,24.15,0.56,0.20,16.10,0.56,0.30,4.00,168.00,2007.00,858.00,0.00,15.00,-0.48,0.02,1.79,977.87,89.45
38C1407,0.63,18.63,0.80,0.37,16.22,0.71,0.01,8.11,NA,0.23,8.11,0.68,0.13,4.00,168.00,2007.00,936.00,0.00,15.00,0.05,-0.49,1.68,826.14,179.14
38C1408,0.68,11.20,0.91,0.21,23.31,0.63,0.22,15.54,0.71,0.28,15.54,0.60,0.27,4.00,168.00,2007.00,944.00,0.00,7.00,-0.59,0.25,1.81,849.38,344.10
38C1504,0.49,11.45,0.73,0.15,23.64,0.58,0.08,7.88,0.79,0.28,23.64,0.38,0.00,4.00,174.00,2006.00,945.00,0.00,7.00,-0.58,0.11,1.82,715.32,331.00
38C1506,0.91,5.81,0.85,0.54,15.99,0.73,0.00,NA,NA,0.36,15.99,0.74,0.00,4.00,174.00,2006.00,836.00,0.00,5.00,-0.46,0.02,1.28,734.56,277.25
38C1508,0.64,5.50,0.96,0.04,8.11,0.85,0.45,8.11,0.89,0.13,16.22,0.71,0.00,4.00,174.00,2006.00,857.00,0.00,7.00,-0.78,0.36,1.40,790.84,377.07
38C1509,0.62,5.27,0.97,0.09,23.31,0.44,0.38,7.77,0.91,0.16,15.54,0.65,0.00,4.00,174.00,2006.00,848.00,0.00,7.00,-0.79,0.37,1.49,778.19,369.42
38C1603,0.89,5.76,0.93,0.76,7.99,0.85,0.00,NA,NA,0.12,31.97,0.34,0.00,4.00,157.00,2004.00,608.00,0.00,17.00,-0.71,0.34,1.11,874.11,216.09
38C1607,0.73,5.38,0.87,0.08,7.94,0.72,0.44,7.94,0.69,0.21,39.68,0.54,0.18,4.00,157.00,2004.00,523.00,0.00,9.00,-0.47,0.03,1.60,1099.59,183.97
38C2102,0.53,5.85,0.82,0.35,8.05,0.66,0.05,8.05,0.74,0.11,24.15,0.59,0.00,4.00,170.00,2006.00,455.00,0.00,15.00,-0.74,0.23,1.80,1192.57,139.68
38C2105,0.93,5.72,0.92,0.23,23.81,0.70,0.19,39.68,0.46,0.52,31.75,0.43,0.02,4.00,170.00,2006.00,953.00,0.00,7.00,-0.81,0.27,1.47,1151.65,213.69
38C2201,0.78,5.72,0.88,0.63,15.87,0.73,0.01,7.94,NA,0.14,31.75,0.46,0.10,4.00,170.00,2006.00,805.00,0.00,5.00,-0.45,0.04,1.50,1449.14,218.62
38C2206,0.77,5.38,0.97,0.22,15.87,0.74,0.16,7.94,0.80,0.38,7.94,0.71,0.23,4.00,170.00,2006.00,754.00,0.00,7.00,-0.78,0.33,1.67,1365.04,233.55
38C2207,0.83,6.57,0.90,0.60,15.87,0.85,0.09,7.94,0.53,0.13,7.94,0.64,0.13,4.00,170.00,2006.00,917.00,0.00,15.00,-0.52,0.14,1.44,1279.72,116.44
38C2208,0.77,5.81,0.80,0.60,15.99,0.66,0.00,NA,NA,0.17,7.99,0.82,0.00,4.00,170.00,2006.00,905.00,0.00,5.00,0.68,-0.74,1.30,1121.50,146.59
38C2403,0.92,6.13,0.88,0.92,7.94,0.81,0.00,NA,NA,0.00,NA,NA,0.00,4.00,164.00,2004.00,637.00,0.00,5.00,-0.55,0.10,0.84,1138.62,240.71
38C2406,0.52,23.40,0.77,0.49,32.21,0.68,0.00,NA,NA,0.04,8.05,0.85,0.00,4.00,164.00,2004.00,550.00,0.00,5.00,-0.59,0.13,1.52,998.65,218.06
38C2408,0.67,5.80,0.77,0.67,8.05,0.70,0.00,NA,NA,0.00,NA,NA,0.15,4.00,164.00,2004.00,655.00,0.00,5.00,-0.38,-0.03,1.28,1171.83,254.07
38C2604,0.70,12.43,0.88,0.72,16.10,0.87,0.00,NA,NA,0.00,NA,NA,0.04,1.00,175.00,2005.00,748.00,0.00,15.00,-0.54,0.07,1.19,1031.92,201.87
38C2608,0.94,6.22,0.98,0.81,16.10,0.81,0.00,NA,NA,0.13,24.15,0.47,0.03,1.00,175.00,2005.00,737.00,0.00,15.00,-0.95,0.44,1.06,966.25,286.90
38C3105,0.67,6.08,0.79,0.21,23.81,0.60,0.05,7.94,0.87,0.39,7.94,0.54,0.00,4.00,159.00,2007.00,806.00,0.00,15.00,-0.40,0.00,1.60,1340.18,112.58
38C3202,0.96,6.08,0.94,0.44,15.76,0.59,0.14,7.88,0.47,0.41,23.64,0.55,0.00,4.00,149.00,2007.00,931.00,0.00,7.00,-0.74,0.28,1.37,1190.11,207.15
38C3207,0.60,10.84,0.76,0.55,31.97,0.66,0.00,NA,NA,0.04,15.99,0.38,0.25,4.00,149.00,2007.00,952.00,0.00,15.00,-0.28,-0.12,1.44,1351.02,145.13
38C3306,0.78,5.27,0.84,0.65,7.77,0.59,0.00,NA,NA,0.15,46.62,0.37,0.10,4.00,164.00,2004.00,857.00,0.00,15.00,-0.39,-0.09,1.35,973.52,147.35
38C3401,0.79,5.68,0.72,0.62,15.76,0.56,0.06,7.88,0.48,0.11,15.76,0.41,0.01,4.00,185.00,2007.00,607.00,0.00,15.00,-0.34,-0.21,1.45,1056.93,203.69
38C3402,0.80,5.60,0.94,0.33,31.08,0.50,0.00,NA,NA,0.51,15.54,0.66,0.00,4.00,185.00,2007.00,554.00,0.00,5.00,-0.66,0.21,1.40,1111.17,335.78
38C3408,0.86,5.76,0.91,0.58,7.99,0.74,0.14,7.99,0.81,0.12,15.99,0.52,0.02,4.00,185.00,2007.00,538.00,0.00,5.00,-0.81,0.33,1.50,1072.40,240.78
38C3506,0.78,5.64,0.75,0.74,7.82,0.65,0.00,NA,NA,0.02,7.82,-1.00,0.03,1.00,175.00,2005.00,703.00,0.00,15.00,-0.28,-0.22,1.22,896.71,182.80
38C3605,0.57,12.24,0.85,0.14,7.99,0.54,0.06,15.99,0.48,0.37,23.98,0.49,0.21,4.00,164.00,2004.00,706.00,0.00,5.00,-0.83,0.39,1.65,1143.27,45.89
38C3606,0.92,5.42,0.86,0.59,7.99,0.61,0.07,15.99,0.43,0.26,71.94,0.22,0.00,4.00,164.00,2004.00,730.00,0.00,1.00,-0.35,0.00,1.35,1120.09,182.58
38C4102,0.90,6.13,0.90,0.44,23.81,0.53,0.00,NA,NA,0.47,15.87,0.53,0.04,4.00,149.00,2007.00,753.00,0.00,5.00,-0.61,0.17,1.29,1136.24,334.55
38C4104,0.80,6.18,0.94,0.49,15.87,0.77,0.11,15.87,0.46,0.20,7.94,0.47,0.18,4.00,149.00,2007.00,815.00,0.00,7.00,-0.71,0.27,1.55,1114.95,104.33
38C4105,0.53,6.08,0.87,0.47,15.76,0.83,0.00,NA,NA,0.07,7.88,0.92,0.00,4.00,149.00,2007.00,804.00,0.00,5.00,-0.65,0.19,1.34,1069.75,219.54
38C4302,0.97,6.13,0.96,0.50,7.94,0.76,0.19,7.94,0.55,0.28,15.87,0.41,0.00,1.00,160.00,2005.00,935.00,0.00,5.00,-0.59,0.27,1.40,1225.26,79.91
38C4307,0.70,6.17,0.85,0.71,7.99,0.80,0.00,NA,NA,0.00,NA,NA,0.11,1.00,160.00,2005.00,945.00,0.00,15.00,-0.48,0.00,1.28,1226.67,159.30
38C4502,0.91,5.46,0.89,0.74,8.05,0.77,0.07,8.05,0.92,0.08,16.10,0.65,0.04,1.00,161.00,2005.00,913.00,0.00,9.00,-0.71,0.34,1.25,1385.16,120.18
38D1102,0.50,11.53,0.84,0.14,7.94,0.79,0.24,15.87,0.74,0.12,23.81,0.61,0.40,4.00,159.00,2004.00,715.00,0.00,9.00,-0.60,0.05,1.62,1225.62,159.26
38D1106,0.87,5.89,0.89,0.41,16.22,0.82,0.13,32.44,0.51,0.32,16.22,0.60,0.00,4.00,159.00,2004.00,747.00,0.00,7.00,-0.07,0.34,1.52,975.86,201.49
38D1107,0.58,5.77,0.70,0.42,23.81,0.65,0.01,15.87,-1.00,0.14,15.87,0.51,0.25,4.00,159.00,2004.00,801.00,0.00,7.00,-0.28,-0.27,1.54,1045.68,179.66
38D1108,0.69,6.17,0.79,0.52,7.99,0.63,0.05,7.99,0.74,0.12,23.98,0.43,0.05,4.00,159.00,2004.00,659.00,0.00,7.00,-0.72,0.22,1.60,1187.45,95.73
38D1109,0.77,12.93,0.74,0.19,39.40,0.47,0.22,23.64,0.51,0.38,23.64,0.59,0.00,4.00,159.00,2004.00,629.00,0.00,7.00,-0.19,-0.19,1.65,1231.59,98.70
38D1202,0.96,5.77,0.93,0.13,15.87,0.76,0.46,31.75,0.50,0.39,31.75,0.33,0.00,4.00,168.00,2007.00,736.00,0.00,7.00,-0.86,0.33,1.36,974.52,179.68
38D1204,1.02,6.60,0.96,0.06,8.05,0.90,0.33,32.21,0.54,0.59,40.26,0.64,0.00,4.00,168.00,2007.00,756.00,0.00,7.00,-0.81,0.34,1.24,800.82,309.69
38D1205,0.82,5.42,0.92,0.04,15.99,0.79,0.42,15.99,0.72,0.36,39.97,0.56,0.06,4.00,168.00,2007.00,659.00,0.00,5.00,-0.34,-0.11,1.52,1163.29,173.23
38D1208,0.69,5.85,0.95,0.21,16.10,0.40,0.01,8.05,NA,0.46,16.10,0.55,0.10,4.00,168.00,2007.00,745.00,0.00,15.00,-0.78,0.33,1.62,737.55,460.21
38D1209,1.02,6.60,0.97,0.19,8.05,0.84,0.37,24.15,0.55,0.42,24.15,0.54,0.00,4.00,168.00,2007.00,805.00,0.00,5.00,-0.82,0.38,1.33,990.54,227.27
38D1210,1.00,5.81,0.98,0.04,15.99,0.12,0.56,15.99,0.64,0.39,47.96,0.50,0.00,4.00,168.00,2007.00,646.00,0.00,7.00,-0.83,0.39,1.19,1170.15,113.85
38D1501,0.94,5.77,0.90,0.94,7.94,0.84,0.00,NA,NA,0.00,NA,NA,0.00,4.00,180.00,2007.00,622.00,0.00,5.00,-0.76,0.20,0.80,1371.27,209.23
38D1503,0.83,5.76,0.82,0.72,7.99,0.64,0.00,NA,NA,0.11,31.97,0.46,0.00,4.00,180.00,2007.00,528.00,0.00,5.00,-0.34,-0.23,1.16,1227.92,277.37
38D1504,0.82,13.02,0.82,0.72,15.87,0.76,0.04,15.87,0.59,0.06,23.81,0.39,0.00,4.00,180.00,2007.00,517.00,0.00,5.00,-0.17,-0.33,1.20,1232.88,187.80
38D1506,0.93,5.68,0.89,0.83,7.88,0.64,0.00,NA,NA,0.12,7.88,0.43,0.00,4.00,180.00,2007.00,559.00,0.00,7.00,-0.55,0.13,1.01,1279.42,404.71
38D1509,0.80,5.73,0.94,0.59,7.88,0.82,0.11,7.88,0.85,0.11,15.76,0.61,0.16,4.00,180.00,2007.00,612.00,0.00,5.00,-0.73,0.24,1.52,1077.34,198.38
38D1601,0.63,12.52,0.76,0.14,8.11,0.71,0.08,24.33,0.37,0.41,16.22,0.73,0.00,4.00,180.00,2007.00,750.00,0.00,5.00,-0.57,0.16,1.54,882.99,98.57
38D1603,0.67,17.30,0.81,0.49,31.75,0.75,0.04,7.94,0.85,0.16,15.87,0.64,0.14,4.00,180.00,2007.00,653.00,0.00,5.00,-0.32,-0.22,1.54,960.73,158.10
38D1604,0.82,11.45,0.88,0.60,15.76,0.69,0.03,7.88,0.75,0.19,23.64,0.67,0.00,4.00,180.00,2007.00,711.00,0.00,5.00,0.38,-0.58,1.33,895.55,163.16
38D1608,0.80,5.85,0.77,0.59,16.10,0.43,0.00,NA,NA,0.20,32.21,0.54,0.00,4.00,180.00,2007.00,702.00,0.00,5.00,-0.67,0.11,1.36,962.79,186.86
38D2101,0.79,6.14,0.81,0.14,15.76,0.62,0.21,7.88,0.63,0.46,23.64,0.58,0.16,1.00,180.00,2005.00,814.00,0.00,7.00,-0.73,0.24,1.59,752.29,176.17
38D2103,0.57,5.85,0.84,0.44,16.10,0.75,0.00,NA,NA,0.12,16.10,0.70,0.30,1.00,180.00,2005.00,706.00,0.00,5.00,-0.37,-0.11,1.50,758.70,183.74
38D2105,0.84,6.17,0.77,0.20,47.96,0.44,0.05,23.98,0.35,0.59,15.99,0.63,0.00,1.00,180.00,2005.00,747.00,0.00,7.00,-0.35,-0.05,1.42,961.61,195.86
38D2106,0.62,5.46,0.93,0.05,8.05,0.87,0.03,8.05,0.74,0.54,16.10,0.89,0.34,1.00,180.00,2005.00,756.00,0.00,5.00,-0.74,0.28,1.35,746.57,323.44
38D2109,0.81,6.17,0.94,0.44,23.98,0.64,0.03,7.99,0.24,0.34,15.99,0.57,0.08,1.00,180.00,2005.00,715.00,0.00,7.00,-0.36,-0.07,1.48,887.80,297.48
38D2201,0.85,5.68,0.89,0.14,23.64,0.39,0.21,23.64,0.58,0.53,15.76,0.39,0.01,4.00,172.00,2004.00,838.00,0.00,1.00,-0.13,-0.02,1.55,850.81,222.75
38D2203,0.82,6.13,0.88,0.49,15.87,0.48,0.00,NA,NA,0.33,15.87,0.52,0.09,4.00,172.00,2004.00,735.00,0.00,2.00,-0.58,0.11,1.48,930.16,136.44
38D2204,0.59,21.08,0.75,0.18,31.97,0.44,0.18,15.99,0.75,0.22,15.99,0.65,0.29,4.00,172.00,2004.00,724.00,0.00,5.00,-0.54,0.06,1.80,1035.96,95.33
38D2209,0.49,6.46,0.80,0.32,7.88,0.58,0.00,NA,NA,0.18,39.40,0.52,0.18,4.00,172.00,2004.00,818.00,0.00,2.00,-0.36,-0.14,1.75,912.70,186.51
38D2301,0.85,6.22,0.87,0.18,16.10,0.52,0.22,8.05,0.58,0.45,32.21,0.57,0.05,4.00,168.00,2007.00,621.00,0.00,7.00,-0.46,0.02,1.56,967.91,191.55
38D2302,0.93,6.17,0.89,0.04,15.99,0.59,0.49,23.98,0.54,0.42,23.98,0.37,0.00,4.00,168.00,2007.00,524.00,0.00,5.00,-0.49,0.12,1.29,987.60,530.88
38D2304,0.61,12.93,0.76,0.27,15.76,0.75,0.12,15.76,0.52,0.21,15.76,0.53,0.32,4.00,168.00,2007.00,632.00,0.00,6.00,-0.39,-0.02,1.76,854.34,249.07
38D2307,0.95,6.17,0.94,0.13,23.98,0.64,0.35,39.97,0.57,0.47,15.99,0.63,0.00,4.00,168.00,2007.00,536.00,0.00,7.00,-0.47,0.14,1.38,769.21,194.24
38D2409,0.57,5.42,0.81,0.19,15.99,0.58,0.07,7.99,0.43,0.30,7.99,0.84,0.34,4.00,182.00,2007.00,905.00,0.00,5.00,0.91,-0.57,1.78,701.38,316.82
38D2502,0.97,6.22,0.96,0.72,8.05,0.92,0.01,8.05,1.00,0.24,16.10,0.82,0.00,4.00,176.00,2004.00,636.00,0.00,5.00,-0.82,0.33,1.12,2207.86,277.26
38D2506,0.62,6.22,0.81,0.10,31.97,0.31,0.00,NA,NA,0.52,23.98,0.71,0.24,4.00,176.00,2004.00,554.00,0.00,2.00,-0.40,-0.13,1.50,823.36,217.85
38D2507,0.96,5.80,0.94,0.94,8.05,0.87,0.00,NA,NA,0.02,8.05,0.49,0.00,4.00,166.00,2009.00,658.00,0.00,5.00,-0.91,0.35,0.77,2338.89,89.23
38D2511,0.90,6.57,0.84,0.85,15.87,0.79,0.00,NA,NA,0.08,7.94,0.86,0.00,4.00,166.00,2009.00,645.00,0.00,5.00,-0.65,0.12,1.00,2326.68,103.26
38D2606,0.63,6.57,0.93,0.06,7.94,0.69,0.25,7.94,0.82,0.33,23.81,0.60,0.35,4.00,176.00,2006.00,838.00,0.00,5.00,-0.92,0.39,1.61,1004.39,238.84
38D2607,0.95,5.76,0.89,0.39,7.99,0.67,0.02,15.99,0.49,0.54,15.99,0.78,0.00,4.00,176.00,2006.00,949.00,0.00,5.00,-0.69,0.21,1.26,1054.97,235.24
38D2610,0.70,5.42,0.92,0.35,7.99,0.90,0.09,7.99,0.87,0.25,7.99,0.73,0.29,4.00,176.00,2006.00,826.00,0.00,5.00,-0.78,0.31,1.57,839.20,214.22
38D2611,0.89,6.52,0.88,0.67,7.88,0.72,0.02,7.88,1.00,0.21,39.40,0.41,0.00,4.00,176.00,2006.00,852.00,0.00,5.00,-0.68,0.22,1.28,1054.47,135.62
38D2612,0.90,5.72,0.85,0.26,31.75,0.55,0.11,7.94,0.59,0.56,23.81,0.65,0.00,4.00,176.00,2006.00,940.00,0.00,5.00,-0.33,0.01,1.39,1200.91,452.78
38D3206,0.88,6.13,0.89,0.28,31.75,0.41,0.09,7.94,0.88,0.52,15.87,0.66,0.04,4.00,165.00,2004.00,530.00,0.00,5.00,-0.70,0.23,1.50,1150.20,66.11
38D3207,0.74,6.22,0.88,0.14,40.26,0.24,0.15,8.05,0.58,0.44,24.15,0.46,0.00,4.00,165.00,2004.00,844.00,0.00,5.00,0.22,-0.17,1.69,967.30,85.41
38D3401,0.89,5.85,0.90,0.69,24.15,0.74,0.00,NA,NA,0.19,8.05,0.68,0.00,1.00,175.00,2005.00,536.00,0.00,5.00,-0.04,-0.11,1.22,774.72,232.52
38D3402,0.89,6.14,0.83,0.77,7.88,0.68,0.03,15.76,0.49,0.08,7.88,0.51,0.00,1.00,175.00,2005.00,545.00,0.00,2.00,1.03,-0.41,1.18,888.32,188.92
38D3403,0.87,6.57,0.81,0.60,7.94,0.68,0.00,NA,NA,0.26,7.94,0.54,0.01,1.00,161.00,2005.00,957.00,0.00,1.00,-0.15,-0.05,1.32,858.16,148.79
38D3404,0.49,11.53,0.84,0.28,15.87,0.72,0.09,15.87,0.75,0.14,7.94,0.81,0.33,1.00,161.00,2005.00,937.00,0.00,15.00,-0.25,-0.13,1.71,946.64,133.48
38D3504,0.64,5.80,0.97,0.20,16.10,0.40,0.26,8.05,0.61,0.19,16.10,0.47,0.00,4.00,176.00,2006.00,740.00,0.00,5.00,-0.30,0.17,1.68,745.91,394.64
38D3505,1.00,6.46,0.97,0.77,7.88,0.87,0.06,15.76,0.39,0.18,15.76,0.46,0.00,4.00,176.00,2006.00,816.00,0.00,5.00,-0.70,0.33,1.10,851.73,166.96
38D3506,0.57,6.12,0.67,0.20,15.99,0.66,0.00,NA,NA,0.37,15.99,0.56,0.04,4.00,176.00,2006.00,649.00,0.00,5.00,1.16,5.12,1.83,689.33,147.12
38D3507,0.59,13.95,0.68,0.48,15.87,0.55,0.00,NA,NA,0.11,31.75,0.42,0.19,4.00,176.00,2006.00,702.00,0.00,11.00,0.16,0.54,1.58,856.24,201.50
38D3508,0.79,5.60,0.87,0.62,15.54,0.80,0.00,NA,NA,0.20,23.31,0.64,0.18,4.00,176.00,2006.00,756.00,0.00,5.00,-0.58,0.28,1.42,747.53,468.02
38D3601,0.90,6.13,0.85,0.16,23.81,0.47,0.01,7.94,NA,0.74,7.94,0.78,0.00,4.00,182.00,2007.00,630.00,0.00,5.00,-0.48,0.00,1.16,934.25,374.40
38D3608,0.97,5.85,0.94,0.29,24.15,0.66,0.20,24.15,0.72,0.46,16.10,0.58,0.00,4.00,182.00,2007.00,640.00,0.00,5.00,-0.17,0.03,1.41,840.48,493.14
38D3610,0.77,12.43,0.83,0.13,16.10,0.84,0.11,24.15,0.61,0.53,16.10,0.71,0.01,4.00,182.00,2007.00,537.00,0.00,5.00,-0.14,-0.40,1.45,803.79,247.42
38D3611,0.57,18.63,0.69,0.26,24.33,0.37,0.07,8.11,0.68,0.23,16.22,0.61,0.34,4.00,182.00,2007.00,620.00,0.00,2.00,-0.04,-0.15,1.63,757.63,133.78
38D4101,0.72,5.23,0.76,0.51,23.15,0.54,0.01,7.72,NA,0.21,38.58,0.65,0.20,1.00,161.00,2005.00,703.00,0.00,15.00,-0.40,-0.05,1.50,845.68,168.71
38D4102,0.59,16.38,0.82,0.31,40.26,0.50,0.06,24.15,0.39,0.21,16.10,0.63,0.22,1.00,161.00,2005.00,738.00,0.00,1.00,1.84,-0.98,1.75,790.37,183.65
38D4104,0.77,11.52,0.74,0.32,31.97,0.51,0.03,7.99,0.49,0.42,23.98,0.57,0.06,1.00,161.00,2005.00,750.00,0.00,5.00,0.89,1.90,1.65,785.95,133.63
38D4106,0.60,6.17,0.90,0.21,31.97,0.63,0.21,23.98,0.60,0.21,15.99,0.43,0.31,1.00,161.00,2005.00,643.00,0.00,15.00,-0.51,0.11,1.64,860.07,200.30
38D4107,1.00,6.13,0.98,0.31,39.68,0.60,0.34,15.87,0.66,0.36,23.81,0.48,0.00,1.00,161.00,2005.00,633.00,0.00,5.00,-0.60,0.29,1.37,1088.89,101.78
38D4108,0.50,11.36,0.79,0.16,15.76,0.62,0.11,23.64,0.55,0.24,23.64,0.44,0.21,1.00,161.00,2005.00,726.00,0.00,5.00,0.15,-0.61,1.80,713.83,118.74
38D4110,0.83,6.12,0.83,0.47,15.99,0.62,0.07,15.99,0.68,0.29,31.97,0.63,0.10,3.00,183.00,2004.00,840.00,0.00,8.00,-0.43,0.05,1.54,1115.20,112.67
38D4301,0.77,12.34,0.83,0.04,15.99,0.41,0.10,23.98,0.46,0.62,7.99,0.77,0.01,1.00,161.00,2005.00,833.00,0.00,7.00,-0.54,0.18,1.48,746.27,295.93
38D4302,0.87,6.22,0.92,0.60,24.15,0.79,0.04,8.05,0.41,0.22,8.05,0.65,0.02,1.00,161.00,2005.00,859.00,0.00,7.00,-0.03,-0.18,1.36,838.10,135.79
38D4307,0.52,11.45,0.72,0.29,31.52,0.68,0.01,7.88,NA,0.24,7.88,0.60,0.16,1.00,161.00,2005.00,846.00,0.00,5.00,1.82,-1.45,1.57,736.97,147.17
38D4308,0.57,12.17,0.76,0.47,23.64,0.67,0.00,NA,NA,0.10,7.88,0.63,0.18,1.00,161.00,2005.00,914.00,0.00,7.00,2.98,-1.39,1.72,1002.09,231.63
38D4503,0.60,10.54,0.78,0.32,23.31,0.80,0.06,15.54,0.48,0.22,15.54,0.57,0.00,4.00,169.00,2006.00,558.00,0.00,7.00,3.67,-1.82,1.67,1054.18,199.39
39A4215,0.90,5.76,0.83,0.34,23.98,0.57,0.31,15.99,0.61,0.26,63.95,0.54,0.00,4.00,184.00,2007.00,722.00,0.00,2.00,-0.16,-0.10,1.52,959.75,184.53
39A4401,0.63,11.53,0.79,0.64,15.87,0.74,0.00,NA,NA,0.01,7.94,NA,0.21,4.00,184.00,2007.00,910.00,0.00,15.00,-0.29,-0.08,1.40,1190.92,85.25
39A4403,0.84,11.36,0.83,0.64,15.76,0.74,0.05,15.76,0.48,0.17,15.76,0.58,0.00,4.00,184.00,2007.00,820.00,0.00,15.00,-0.50,0.10,1.39,1287.67,284.39
39A4405,0.81,5.42,0.86,0.58,15.99,0.62,0.04,15.99,0.71,0.17,23.98,0.49,0.00,4.00,184.00,2007.00,834.00,0.00,15.00,-0.55,0.04,1.46,1396.76,119.83
