LID,TYPE40,PD40,CL40,TYPE41,PD41,CL41,TYPE42,PD42,CL42,TYPE43,PD43,CL43,TYPE80,obscode,Dia,Ano,Start,LULC,habitat,MQCOMP1,MQCOMP2,SHDI,ELEV_MEAN,ELEV_RANGE
67D4406,0.31,3.80,0.76,0.30,5.10,0.73,0.00,NA,NA,0.01,3.83,0.60,0.58,18.00,173.00,2007.00,516.00,0.00,1.00,-0.01,-0.30,1.61,519.03,201.99
67D4605,0.58,5.50,0.75,0.58,7.62,0.69,0.01,1.27,0.75,0.00,NA,NA,0.30,18.00,189.00,2007.00,559.00,0.00,1.00,-0.26,-0.13,1.52,458.69,261.63
67D5206,0.55,2.00,0.76,0.55,3.81,0.72,0.00,NA,NA,0.00,NA,NA,0.39,13.00,161.00,2005.00,941.00,0.00,5.00,-0.11,-0.21,1.41,606.68,213.84
67D5208,0.37,2.62,0.74,0.29,3.82,0.65,0.07,3.82,0.71,0.02,3.82,0.54,0.25,13.00,161.00,2005.00,854.00,0.00,5.00,6.92,-2.07,1.81,612.42,170.53
67D5304,0.40,5.10,0.83,0.39,5.10,0.82,0.00,NA,NA,0.01,1.28,0.62,0.39,13.00,179.00,2005.00,814.00,0.00,1.00,1.04,-1.32,1.60,700.72,179.54
67D6601,0.49,8.68,0.78,0.48,6.39,0.77,0.02,3.83,0.49,0.00,1.28,1.00,0.00,13.00,168.00,2005.00,638.00,0.00,1.00,7.80,-4.84,1.36,502.30,312.97
67D7407,0.64,0.90,0.83,0.74,5.09,0.68,0.00,NA,NA,0.00,NA,NA,0.00,18.00,183.00,2007.00,856.00,0.00,1.00,1.91,-1.41,1.14,910.24,187.44
67D7409,0.77,0.98,0.83,0.77,1.28,0.78,0.00,NA,NA,0.00,NA,NA,0.06,18.00,183.00,2007.00,825.00,0.00,1.00,0.26,-0.51,1.17,718.66,330.97
67D7503,0.70,2.63,0.85,0.70,3.83,0.84,0.00,NA,NA,0.00,NA,NA,0.07,13.00,168.00,2005.00,611.00,0.00,1.00,1.46,-1.09,1.26,845.32,294.53
67D7504,0.54,6.35,0.73,0.53,8.89,0.71,0.00,NA,NA,0.02,5.08,0.51,0.16,13.00,168.00,2005.00,619.00,0.00,5.00,1.79,-1.66,1.61,742.27,320.66
67D7611,0.62,9.17,0.76,0.62,7.64,0.78,0.00,NA,NA,0.00,NA,NA,0.05,18.00,183.00,2007.00,711.00,0.00,1.00,4.96,-2.44,1.45,657.16,339.96
68A1103,0.77,0.95,0.82,0.42,7.64,0.58,0.25,8.91,0.70,0.10,15.27,0.45,0.13,13.00,165.00,2005.00,933.00,0.00,7.00,0.33,-0.56,1.67,975.70,235.98
68A1106,0.85,1.88,0.87,0.35,15.26,0.67,0.46,10.17,0.62,0.03,2.54,0.59,0.00,13.00,165.00,2005.00,906.00,0.00,7.00,0.84,-0.95,1.43,1070.33,218.88
68A1108,0.65,2.85,0.83,0.61,5.11,0.78,0.04,5.11,0.54,0.00,NA,NA,0.00,13.00,165.00,2005.00,827.00,0.00,7.00,2.01,-2.20,1.21,977.07,343.90
68A1109,0.71,1.90,0.85,0.64,3.83,0.76,0.06,6.38,0.54,0.01,2.55,0.50,0.02,13.00,165.00,2005.00,845.00,0.00,5.00,1.56,-1.68,1.30,968.82,389.78
68A1202,0.60,7.37,0.81,0.49,10.21,0.67,0.08,8.93,0.60,0.04,6.38,0.43,0.04,13.00,170.00,2008.00,807.00,0.00,5.00,2.62,-2.67,1.45,805.23,367.96
68A1205,0.87,1.00,0.92,0.60,2.55,0.74,0.14,5.09,0.65,0.13,12.73,0.50,0.00,13.00,170.00,2008.00,818.00,0.00,5.00,0.77,-0.78,1.42,912.99,315.87
68A1207,0.69,0.95,0.85,0.46,5.11,0.66,0.10,7.66,0.77,0.12,11.49,0.55,0.08,13.00,170.00,2008.00,744.00,0.00,7.00,1.99,-1.63,1.65,546.16,184.78
68A1301,0.79,2.84,0.85,0.67,7.64,0.72,0.08,6.36,0.62,0.04,8.91,0.47,0.09,13.00,185.00,2008.00,912.00,0.00,1.00,1.06,-1.00,1.36,715.81,243.92
68A1401,0.55,0.94,0.90,0.52,2.55,0.82,0.01,1.27,0.50,0.03,3.82,0.44,0.29,13.00,165.00,2005.00,710.00,0.00,1.00,0.38,-0.77,1.53,593.56,339.35
68A1402,0.88,0.92,0.90,0.81,1.28,0.76,0.02,5.10,0.49,0.05,6.38,0.54,0.04,13.00,165.00,2005.00,701.00,0.00,9.00,-0.09,-0.27,1.10,727.95,338.97
68A1404,0.95,0.94,0.91,0.76,2.54,0.73,0.04,6.36,0.44,0.14,10.17,0.63,0.00,13.00,165.00,2005.00,740.00,0.00,7.00,-0.40,-0.03,1.16,715.81,410.09
68A1407,0.69,3.80,0.79,0.53,7.65,0.68,0.07,3.83,0.68,0.09,16.58,0.49,0.16,13.00,165.00,2005.00,814.00,0.00,7.00,2.00,-1.38,1.59,598.63,129.50
68A1502,0.77,1.88,0.84,0.76,3.81,0.77,0.00,NA,NA,0.01,1.27,0.28,0.06,13.00,184.00,2005.00,811.00,0.00,1.00,0.26,-0.64,1.18,769.98,369.42
68A1503,0.83,2.84,0.86,0.81,3.82,0.79,0.00,NA,NA,0.02,3.82,0.59,0.07,13.00,184.00,2005.00,841.00,0.00,5.00,0.96,-0.80,1.08,989.37,418.11
68A1506,0.58,4.70,0.79,0.54,7.62,0.70,0.01,2.54,0.24,0.03,2.54,0.73,0.27,13.00,184.00,2005.00,831.00,0.00,1.00,1.27,-1.03,1.47,750.66,211.58
68A1508,0.88,0.97,0.89,0.84,2.54,0.81,0.01,2.54,0.70,0.02,3.81,0.51,0.05,13.00,184.00,2005.00,851.00,0.00,5.00,0.61,-0.62,1.06,991.96,407.31
68A1603,0.62,4.50,0.85,0.45,8.94,0.65,0.01,1.28,0.60,0.16,8.94,0.46,0.16,13.00,185.00,2008.00,1001.00,0.00,18.00,-0.01,-0.24,1.64,711.22,407.60
68A1604,0.78,1.88,0.85,0.63,1.27,0.85,0.14,6.36,0.67,0.01,3.81,0.41,0.02,13.00,185.00,2008.00,1039.00,0.00,5.00,-0.49,0.06,1.44,620.13,569.53
68A1606,0.61,6.63,0.82,0.49,11.47,0.70,0.01,1.27,0.86,0.11,11.47,0.44,0.22,13.00,185.00,2008.00,952.00,0.00,5.00,1.14,-0.79,1.60,687.75,299.87
68A1607,0.91,0.97,0.89,0.64,2.55,0.75,0.13,8.91,0.61,0.14,6.36,0.58,0.00,13.00,185.00,2008.00,1013.00,0.00,5.00,-0.14,-0.10,1.42,619.37,417.13
68A1608,0.79,0.97,0.80,0.45,11.45,0.71,0.27,5.09,0.82,0.08,10.18,0.59,0.02,13.00,185.00,2008.00,1027.00,0.00,5.00,-0.25,-0.08,1.67,576.73,359.11
68A1611,0.64,2.47,0.75,0.64,3.81,0.74,0.00,NA,NA,0.00,NA,NA,0.08,4.00,170.00,2009.00,837.00,0.00,2.00,1.29,-1.31,1.36,720.56,369.96
68A2101,0.37,2.92,0.92,0.39,5.09,0.85,0.01,1.27,0.90,0.01,2.55,0.47,0.13,13.00,165.00,2005.00,612.00,0.00,4.00,15.87,33.54,1.86,555.28,179.64
68A2103,0.38,2.75,0.84,0.40,7.62,0.71,0.15,2.54,0.78,0.07,13.97,0.44,0.00,13.00,165.00,2005.00,648.00,0.00,5.00,2.22,-2.23,1.63,522.21,217.14
68A2211,0.67,8.92,0.80,0.62,10.19,0.80,0.02,3.82,0.44,0.03,5.10,0.43,0.06,16.00,160.00,2006.00,613.00,0.00,1.00,2.66,-1.25,1.56,488.40,483.11
68A2213,0.99,1.27,0.94,0.96,1.27,0.90,0.00,NA,NA,0.03,5.09,0.57,0.00,16.00,160.00,2006.00,520.00,0.00,5.00,-0.59,0.22,0.71,727.41,569.22
68A2214,0.98,1.24,0.94,0.97,1.28,0.93,0.00,NA,NA,0.00,2.55,0.50,0.00,16.00,160.00,2006.00,530.00,0.00,5.00,-0.71,0.28,0.70,891.28,387.84
68A2215,0.84,1.31,0.83,0.74,2.55,0.81,0.09,12.76,0.47,0.02,3.83,0.40,0.00,16.00,160.00,2006.00,600.00,0.00,5.00,0.88,-0.23,1.26,668.35,444.38
68A2216,0.86,1.28,0.86,0.86,1.28,0.87,0.00,NA,NA,0.00,NA,NA,0.00,16.00,160.00,2006.00,545.00,2.00,5.00,-0.97,0.47,0.88,922.93,97.52
68A2302,0.78,1.31,0.73,0.65,2.54,0.73,0.04,5.09,0.61,0.09,10.17,0.64,0.00,13.00,170.00,2008.00,642.00,0.00,1.00,0.02,-0.46,1.43,808.42,372.99
68A2303,0.93,1.27,0.85,0.93,1.27,0.86,0.00,NA,NA,0.00,NA,NA,0.00,13.00,170.00,2008.00,632.00,0.00,5.00,-0.49,-0.04,0.76,1258.38,479.00
68A2306,0.87,1.31,0.84,0.87,1.27,0.85,0.00,NA,NA,0.00,NA,NA,0.06,13.00,168.00,2008.00,652.00,0.00,5.00,-0.63,0.16,0.99,802.22,192.43
68A2308,0.94,1.28,0.86,0.86,2.55,0.84,0.03,1.28,0.87,0.04,5.10,0.57,0.00,13.00,170.00,2008.00,622.00,0.00,5.00,-0.25,-0.13,0.99,1072.44,587.29
68A2401,0.87,1.24,0.83,0.85,2.56,0.84,0.01,1.28,0.60,0.01,1.28,0.46,0.05,16.00,159.00,2006.00,540.00,0.00,5.00,-0.69,0.19,1.05,765.61,265.32
68A2403,0.86,1.27,0.84,0.71,3.81,0.72,0.01,1.27,0.75,0.14,5.08,0.70,0.02,16.00,159.00,2006.00,835.00,0.00,5.00,-0.50,0.07,1.32,894.80,226.17
68A2404,0.85,1.27,0.80,0.84,1.27,0.80,0.00,NA,NA,0.00,1.27,NA,0.02,16.00,159.00,2006.00,646.00,0.00,1.00,0.39,-0.59,1.02,738.79,149.10
68A2405,0.72,1.27,0.85,0.71,1.27,0.86,0.00,NA,NA,0.00,NA,NA,0.22,16.00,159.00,2006.00,811.00,0.00,15.00,-0.93,0.41,1.16,780.72,103.29
68A2406,0.76,1.31,0.75,0.75,1.27,0.79,0.01,1.27,0.60,0.00,1.27,1.00,0.00,16.00,159.00,2006.00,604.00,0.00,5.00,0.08,-0.30,1.16,674.33,104.71
68A2407,0.88,2.55,0.81,0.86,3.82,0.79,0.01,2.55,0.66,0.01,1.27,0.62,0.01,16.00,159.00,2006.00,711.00,2.00,5.00,-0.45,0.04,1.04,824.25,124.28
68A2408,0.78,3.82,0.82,0.77,2.55,0.82,0.00,NA,NA,0.01,2.55,0.66,0.12,16.00,159.00,2006.00,900.00,0.00,1.00,0.84,-0.71,1.20,731.73,121.18
68A2410,0.92,1.27,0.88,0.92,1.27,0.87,0.00,NA,NA,0.01,1.27,0.60,0.03,16.00,159.00,2006.00,618.00,0.00,5.00,-0.11,-0.04,0.87,686.76,216.89
68A2412,0.78,1.28,0.75,0.76,1.28,0.74,0.00,NA,NA,0.02,1.28,0.80,0.16,16.00,159.00,2006.00,724.00,0.00,15.00,-0.83,0.34,1.23,935.54,519.38
68A2414,0.92,2.62,0.91,0.90,1.27,0.89,0.00,NA,NA,0.02,2.55,0.54,0.00,16.00,159.00,2006.00,852.00,0.00,5.00,-0.93,0.41,0.88,1014.27,518.06
68A2415,0.80,1.23,0.80,0.80,1.27,0.79,0.00,NA,NA,0.00,NA,NA,0.02,16.00,159.00,2006.00,635.00,0.00,5.00,0.47,-0.44,1.11,735.85,121.22
68A2416,0.80,1.28,0.84,0.79,1.28,0.83,0.00,NA,NA,0.00,NA,NA,0.03,16.00,159.00,2006.00,739.00,0.00,5.00,-0.50,-0.04,1.11,899.50,266.65
68A2501,0.69,1.23,0.84,0.69,1.27,0.84,0.00,NA,NA,0.00,NA,NA,0.22,13.00,150.00,2005.00,623.00,0.00,1.00,1.69,-0.99,1.34,671.37,204.29
68A2502,0.61,3.62,0.84,0.60,2.55,0.84,0.00,NA,NA,0.00,NA,NA,0.00,13.00,150.00,2005.00,634.00,0.00,5.00,4.62,-3.19,1.20,816.45,119.47
68A2504,0.90,1.24,0.84,0.80,2.56,0.74,0.01,2.56,0.75,0.07,14.06,0.40,0.00,13.00,150.00,2005.00,556.00,0.00,1.00,0.92,-0.81,1.10,851.83,199.11
68A2506,0.68,3.72,0.77,0.66,3.83,0.76,0.00,NA,NA,0.01,2.55,0.66,0.19,13.00,150.00,2005.00,533.00,0.00,5.00,1.52,-0.72,1.41,727.90,142.33
68A2510,0.61,3.82,0.75,0.59,5.09,0.75,0.00,NA,NA,0.02,2.55,0.62,0.17,13.00,150.00,2005.00,545.00,0.00,5.00,1.90,-1.42,1.54,736.72,188.47
68A2511,0.94,1.31,0.88,0.92,1.27,0.87,0.00,NA,NA,0.02,2.55,0.35,0.00,13.00,150.00,2005.00,603.00,0.00,5.00,0.45,-0.46,0.81,799.79,198.57
,0.00,,,0.00,,,0.00,,,0.00,,,0.00,,,,,,,0.00,0.00,,,
68A3305,0.94,1.27,0.87,0.81,1.27,0.84,0.05,10.15,0.54,0.07,7.61,0.59,0.00,16.00,158.00,2006.00,955.00,0.00,1.00,-0.13,-0.05,1.12,635.58,225.12
68A3306,0.89,2.41,0.84,0.88,2.55,0.79,0.00,NA,NA,0.02,3.83,0.49,0.04,16.00,158.00,2006.00,915.00,0.00,5.00,-0.14,0.17,0.99,521.85,212.21
68A3307,0.92,1.31,0.83,0.89,1.27,0.79,0.01,3.81,0.61,0.01,2.54,0.46,0.00,16.00,158.00,2006.00,925.00,0.00,5.00,0.61,1.21,0.97,620.64,153.66
,0.00,,,0.00,,,0.00,,,0.00,,,0.00,,,,,,,0.00,0.00,,,
68A3505,0.72,2.55,0.79,0.71,5.10,0.77,0.00,NA,NA,0.01,3.82,0.46,0.03,16.00,158.00,2006.00,653.00,2.00,1.00,3.55,-0.48,1.38,469.64,197.73
,0.00,,,0.00,,,0.00,,,0.00,,,0.00,,,,,,,0.00,0.00,,,
68A3510,0.52,5.09,0.78,0.49,5.09,0.73,0.00,NA,NA,0.02,5.09,0.58,0.39,16.00,158.00,2006.00,555.00,0.00,5.00,1.00,-0.62,1.59,539.43,211.18
68B1101,0.93,1.84,0.92,0.93,1.27,0.86,0.00,NA,NA,0.01,1.27,0.41,0.03,13.00,167.00,2005.00,714.00,0.00,5.00,-0.15,-0.08,0.82,790.10,150.84
68B1102,0.88,2.84,0.94,0.74,3.82,0.87,0.11,2.55,0.89,0.04,8.91,0.49,0.00,13.00,184.00,2005.00,626.00,0.00,5.00,0.93,-0.70,1.27,832.37,658.42
68B1103,0.85,2.76,0.90,0.80,5.09,0.79,0.02,3.81,0.58,0.04,5.09,0.64,0.00,13.00,184.00,2005.00,616.00,0.00,1.00,0.61,-0.84,1.08,736.38,522.83
68B1104,0.70,2.75,0.87,0.67,3.81,0.81,0.01,1.27,0.71,0.03,5.07,0.54,0.10,13.00,184.00,2005.00,607.00,0.00,5.00,-0.29,-0.18,1.40,671.54,228.70
68B1105,0.76,1.90,0.88,0.68,3.83,0.75,0.01,2.55,0.50,0.06,10.21,0.44,0.15,13.00,184.00,2005.00,556.00,0.00,1.00,0.34,-0.56,1.30,780.04,449.33
68B1107,0.77,0.92,0.85,0.77,2.55,0.78,0.00,NA,NA,0.00,NA,NA,0.03,13.00,167.00,2005.00,654.00,0.00,2.00,1.13,-0.56,1.23,730.25,78.94
68B1108,0.74,2.84,0.88,0.68,3.82,0.78,0.01,2.55,0.55,0.04,6.36,0.46,0.09,13.00,184.00,2005.00,546.00,0.00,5.00,0.39,-0.86,1.33,883.90,539.12
68B1109,0.95,0.92,0.94,0.90,1.27,0.87,0.01,2.54,0.69,0.04,2.54,0.71,0.00,13.00,184.00,2005.00,821.00,0.00,1.00,-0.51,0.06,0.89,906.86,580.77
68B1205,0.20,2.85,0.89,0.38,2.55,0.85,0.00,2.55,0.50,0.00,1.28,0.75,0.46,13.00,167.00,2005.00,532.00,0.00,9.00,1.77,2.66,1.67,665.32,168.30
68B1207,0.74,2.84,0.88,0.58,11.48,0.78,0.05,2.55,0.60,0.11,14.03,0.45,0.08,13.00,167.00,2005.00,640.00,0.00,5.00,0.30,-0.81,1.51,970.02,649.16
68B1208,0.88,0.95,0.92,0.88,1.27,0.88,0.00,NA,NA,0.00,NA,NA,0.00,13.00,167.00,2005.00,619.00,0.00,1.00,0.55,-0.76,0.85,1038.41,728.76
68B1209,0.73,3.80,0.91,0.65,5.10,0.86,0.03,1.28,0.69,0.04,8.93,0.52,0.00,13.00,167.00,2005.00,632.00,0.00,1.00,2.34,0.04,1.42,1021.47,549.54
68B1305,0.69,0.94,0.83,0.69,1.27,0.79,0.00,NA,NA,0.00,NA,NA,0.19,13.00,167.00,2005.00,724.00,0.00,5.00,0.32,-0.58,1.27,825.30,130.65
68B2105,0.48,7.61,0.76,0.45,8.88,0.74,0.01,1.27,0.86,0.02,1.27,0.80,0.35,13.00,150.00,2005.00,723.00,0.00,5.00,3.69,-1.06,1.75,723.65,153.44
68B2306,1.00,0.95,0.99,0.98,1.28,0.97,0.00,NA,NA,0.01,1.28,0.53,0.00,13.00,168.00,2008.00,727.00,0.00,11.00,-0.75,0.36,0.64,1007.59,671.85
68C1511,0.50,2.56,0.76,0.50,2.56,0.76,0.00,NA,NA,0.01,1.28,0.50,0.20,4.00,170.00,2009.00,935.00,0.00,5.00,1.26,-1.33,1.61,313.19,435.55
,0.00,,,0.00,,,0.00,,,0.00,,,0.00,,,,,,,0.00,0.00,,,
68C2310,0.71,1.24,0.83,0.70,1.28,0.81,0.00,NA,NA,0.01,1.28,0.57,0.23,4.00,177.00,2009.00,754.00,0.00,5.00,-0.52,0.01,1.22,528.25,503.96
68C2312,0.55,1.27,0.88,0.51,3.82,0.81,0.00,NA,NA,0.04,3.82,0.64,0.38,4.00,177.00,2009.00,855.00,0.00,15.00,-0.40,0.01,1.50,588.85,281.53
68C2501,0.43,3.94,0.67,0.42,7.66,0.68,0.00,NA,NA,0.00,NA,NA,0.23,13.00,164.00,2005.00,828.00,0.00,1.00,1.06,-1.16,1.66,604.88,303.67
68C2505,0.49,6.54,0.76,0.50,3.81,0.78,0.00,NA,NA,0.00,NA,NA,0.21,13.00,164.00,2005.00,922.00,0.00,5.00,2.13,-1.22,1.62,498.24,529.15
68C2506,0.81,1.24,0.77,0.81,1.27,0.75,0.00,NA,NA,0.00,NA,NA,0.02,13.00,164.00,2005.00,932.00,0.00,1.00,1.38,-1.06,1.08,494.59,400.62
68D1108,0.54,4.87,0.88,0.53,6.39,0.84,0.00,NA,NA,0.00,NA,NA,0.06,13.00,184.00,2008.00,1050.00,0.00,5.00,3.40,-0.40,1.45,490.71,480.02
68D1111,0.66,3.80,0.86,0.56,3.84,0.73,0.01,1.28,0.72,0.08,5.11,0.58,0.08,4.00,177.00,2009.00,935.00,0.00,2.00,2.20,-1.83,1.49,723.86,310.86
68D1115,0.71,2.85,0.85,0.64,3.83,0.75,0.02,3.83,0.62,0.04,8.93,0.43,0.11,4.00,177.00,2009.00,944.00,0.00,5.00,1.68,-1.36,1.40,717.39,344.77
68D1201,0.64,2.54,0.73,0.63,5.08,0.75,0.00,NA,NA,0.00,NA,NA,0.04,13.00,191.00,2008.00,728.00,0.00,5.00,1.33,-0.88,1.42,594.76,367.08
68D1204,0.54,3.81,0.69,0.52,6.35,0.67,0.00,NA,NA,0.02,2.54,0.66,0.15,13.00,191.00,2008.00,741.00,0.00,5.00,1.11,-0.99,1.66,622.04,325.95
68D1205,0.53,2.92,0.79,0.46,5.09,0.64,0.04,2.55,0.62,0.04,6.36,0.49,0.39,4.00,177.00,2009.00,1028.00,0.00,2.00,0.55,-0.55,1.64,753.45,338.69
68D1212,0.58,1.84,0.85,0.52,1.27,0.74,0.03,3.82,0.60,0.04,6.36,0.53,0.19,4.00,177.00,2009.00,1017.00,0.00,5.00,1.20,-1.42,1.57,647.53,152.16
68D1214,0.61,2.85,0.85,0.58,3.83,0.78,0.01,1.28,0.82,0.02,3.83,0.63,0.29,4.00,177.00,2009.00,1007.00,0.00,5.00,0.75,-0.66,1.38,642.82,216.29
68D1405,0.52,6.21,0.78,0.52,6.39,0.78,0.00,NA,NA,0.00,NA,NA,0.29,13.00,163.00,2005.00,721.00,0.00,15.00,0.81,-0.88,1.52,718.58,416.87
68D1406,0.63,1.28,0.78,0.63,2.55,0.78,0.00,NA,NA,0.00,NA,NA,0.17,13.00,163.00,2005.00,757.00,0.00,1.00,0.62,-0.58,1.38,680.70,457.34
68D1407,0.83,1.27,0.79,0.77,1.27,0.76,0.03,2.55,0.85,0.01,1.27,0.78,0.03,13.00,163.00,2005.00,818.00,0.00,1.00,-0.10,-0.17,1.20,646.21,390.88
68D1503,0.78,3.84,0.77,0.77,1.28,0.77,0.00,NA,NA,0.01,2.56,0.61,0.07,13.00,162.00,2005.00,920.00,0.00,5.00,0.95,-0.84,1.20,910.72,273.63
68D1508,0.81,1.31,0.81,0.81,2.55,0.81,0.00,NA,NA,0.00,NA,NA,0.00,13.00,162.00,2005.00,654.00,0.00,5.00,0.29,-0.20,1.10,643.26,140.47
68D1606,0.79,3.71,0.76,0.78,3.82,0.73,0.00,NA,NA,0.01,2.55,0.64,0.05,13.00,162.00,2005.00,805.00,0.00,5.00,-0.31,-0.05,1.20,624.76,91.60
68D1607,0.92,1.27,0.86,0.93,1.27,0.86,0.00,NA,NA,0.00,NA,NA,0.00,13.00,162.00,2005.00,825.00,0.00,5.00,-0.35,-0.03,0.81,579.96,253.49
68D1608,0.75,5.11,0.74,0.75,3.83,0.75,0.00,NA,NA,0.00,NA,NA,0.03,13.00,162.00,2005.00,816.00,0.00,5.00,0.01,-0.35,1.24,595.61,71.11
68D2106,0.50,9.17,0.75,0.33,10.18,0.67,0.10,7.64,0.72,0.06,8.91,0.52,0.38,4.00,176.00,2009.00,540.00,0.00,2.00,0.10,-0.33,1.84,338.90,174.21
68D2108,0.61,2.62,0.70,0.48,7.65,0.62,0.11,5.10,0.66,0.02,2.55,0.54,0.24,4.00,176.00,2009.00,521.00,0.00,5.00,-0.27,-0.17,1.78,243.45,213.82
68D2110,0.70,6.36,0.81,0.55,2.54,0.83,0.13,3.81,0.85,0.01,1.27,0.75,0.23,4.00,176.00,2009.00,558.00,0.00,5.00,-0.34,0.00,1.60,407.29,236.14
68D2115,0.45,8.63,0.83,0.22,6.34,0.66,0.22,5.07,0.89,0.01,2.54,0.70,0.39,4.00,176.00,2009.00,548.00,0.00,5.00,-0.05,-0.36,1.93,314.06,165.54
68D2307,0.40,6.36,0.74,0.37,6.36,0.73,0.01,1.27,0.94,0.02,5.09,0.24,0.49,13.00,163.00,2005.00,610.00,0.00,5.00,0.04,-0.22,1.64,314.28,254.26
68D2308,0.51,2.62,0.85,0.52,2.54,0.85,0.00,NA,NA,0.00,NA,NA,0.25,13.00,163.00,2005.00,619.00,0.00,1.00,2.02,-0.04,1.64,265.32,333.60
68D2501,0.75,2.54,0.74,0.73,2.54,0.71,0.00,1.27,0.75,0.01,3.81,0.44,0.06,20.00,189.00,2008.00,933.00,0.00,5.00,-0.16,-0.24,1.31,463.03,111.96
68D2502,0.73,2.55,0.77,0.67,5.10,0.74,0.02,1.28,0.93,0.04,3.83,0.59,0.00,4.00,176.00,2009.00,711.00,0.00,5.00,0.26,-0.66,1.45,523.11,113.78
68D2506,0.71,2.48,0.84,0.71,2.55,0.82,0.00,NA,NA,0.00,NA,NA,0.13,20.00,189.00,2008.00,922.00,0.00,15.00,-0.29,-0.11,1.31,521.25,128.48
68D2508,0.44,7.65,0.72,0.35,8.93,0.65,0.03,1.28,0.83,0.05,5.10,0.56,0.35,20.00,189.00,2008.00,958.00,0.00,15.00,0.60,-0.64,1.82,575.64,87.62
68D2513,0.70,3.93,0.76,0.64,5.09,0.70,0.03,3.82,0.72,0.04,8.91,0.43,0.14,20.00,189.00,2008.00,945.00,0.00,5.00,0.07,-0.36,1.53,501.17,122.59
68D2516,0.67,1.31,0.83,0.67,2.55,0.84,0.00,NA,NA,0.00,NA,NA,0.22,4.00,176.00,2009.00,701.00,0.00,5.00,-0.35,-0.11,1.33,538.00,82.65
68D2601,0.77,2.55,0.79,0.77,2.55,0.80,0.00,NA,NA,0.00,NA,NA,0.00,13.00,191.00,2008.00,917.00,0.00,5.00,0.41,-0.62,1.13,498.12,111.06
68D2602,0.83,1.23,0.78,0.83,1.27,0.77,0.00,NA,NA,0.00,NA,NA,0.03,13.00,191.00,2008.00,904.00,0.00,5.00,0.26,-0.34,1.10,533.96,119.88
68D2604,0.80,2.55,0.78,0.80,2.55,0.77,0.00,NA,NA,0.01,1.28,0.80,0.00,13.00,191.00,2008.00,843.00,0.00,5.00,1.44,-0.96,1.13,541.59,199.97
68D2607,0.84,1.30,0.80,0.85,1.27,0.81,0.00,NA,NA,0.00,NA,NA,0.00,13.00,191.00,2008.00,854.00,0.00,5.00,0.46,-0.52,1.06,542.18,109.89
68D2609,0.64,1.28,0.84,0.47,3.83,0.71,0.06,6.38,0.69,0.10,10.21,0.55,0.16,4.00,176.00,2009.00,631.00,0.00,5.00,-0.38,0.02,1.75,276.53,214.01
68D2610,0.74,3.94,0.76,0.72,3.82,0.76,0.01,1.27,0.84,0.01,1.27,0.87,0.07,4.00,176.00,2009.00,736.00,0.00,5.00,-0.17,-0.22,1.30,499.17,193.86
68D2612,0.90,1.31,0.82,0.89,1.27,0.82,0.00,NA,NA,0.00,NA,NA,0.00,4.00,176.00,2009.00,722.00,0.00,5.00,-0.19,-0.17,0.89,606.83,101.52
68D3501,0.81,2.63,0.82,0.81,3.83,0.82,0.00,NA,NA,0.00,NA,NA,0.09,4.00,176.00,2009.00,745.00,0.00,5.00,0.14,-0.31,1.12,562.78,48.81
68D3502,0.87,4.95,0.81,0.83,3.82,0.78,0.00,1.27,1.00,0.03,5.10,0.69,0.03,4.00,176.00,2009.00,654.00,0.00,5.00,-0.25,-0.21,1.09,419.39,303.99
68D3505,0.76,6.39,0.81,0.75,5.11,0.80,0.00,NA,NA,0.00,NA,NA,0.00,4.00,176.00,2009.00,817.00,0.00,5.00,0.14,-0.38,1.17,512.22,159.19
68D3509,0.82,1.27,0.75,0.83,1.27,0.75,0.00,NA,NA,0.00,NA,NA,0.00,4.00,176.00,2009.00,807.00,0.00,12.00,0.56,-0.64,1.08,558.88,90.43
68D3510,0.92,1.24,0.86,0.92,1.28,0.86,0.00,NA,NA,0.00,NA,NA,0.00,4.00,176.00,2009.00,757.00,0.00,5.00,0.18,-0.25,0.83,560.99,97.96
70A1202,0.74,3.71,0.83,0.73,5.09,0.81,0.00,NA,NA,0.00,NA,NA,0.19,19.00,177.00,2009.00,719.00,0.00,5.00,-0.61,0.09,1.21,1098.46,266.05
70A1401,0.97,1.27,0.91,0.97,1.27,0.91,0.00,NA,NA,0.00,NA,NA,0.00,19.00,177.00,2009.00,742.00,0.00,5.00,-0.83,0.28,0.66,1008.34,310.85
70A1402,0.81,5.26,0.84,0.81,1.28,0.86,0.00,1.28,-1.00,0.00,NA,NA,0.03,19.00,177.00,2009.00,800.00,0.00,1.00,0.72,-0.63,1.12,1047.25,349.68
70A1601,0.86,1.27,0.86,0.87,1.27,0.86,0.00,NA,NA,0.00,NA,NA,0.00,19.00,177.00,2009.00,810.00,0.00,1.00,0.79,-0.58,0.95,1131.13,276.91
,0.00,,,0.00,,,0.00,,,0.00,,,0.00,,,,,,,0.00,0.00,,,
70A2101,0.57,5.08,0.77,0.57,5.08,0.77,0.00,NA,NA,0.00,NA,NA,0.13,11.00,161.00,2005.00,740.00,0.00,5.00,1.21,-1.34,1.48,1180.64,160.35
70A2102,0.88,1.27,0.81,0.89,1.27,0.81,0.00,NA,NA,0.00,NA,NA,0.05,11.00,161.00,2005.00,726.00,0.00,1.00,-0.38,0.00,0.92,1128.57,195.87
